"YY","GEAR_CODE","FLAG_CODE","FLEET_CODE","SP_CODE","SP_NAME","SP_MT"
"1985","P","EP",,"SKJ","SKIPJACK TUNA","946"
"1986","P","EP",,"SKJ","SKIPJACK TUNA","1921"
"1981","P","EP",,"SKJ","SKIPJACK TUNA","5906"
"1988","P","EP",,"SKJ","SKIPJACK TUNA","4325"
"1989","P","EP",,"SKJ","SKIPJACK TUNA","2940"
"1987","P","EP",,"SKJ","SKIPJACK TUNA","2233"
"1991","P","EP",,"SKJ","SKIPJACK TUNA","1717"
"1992","P","EP",,"SKJ","SKIPJACK TUNA","1957"
"1990","P","EP",,"SKJ","SKIPJACK TUNA","823"
"1996","P","EP",,"SKJ","SKIPJACK TUNA","2555"
"1995","P","EP",,"SKJ","SKIPJACK TUNA","5253"
"1994","P","EP",,"SKJ","SKIPJACK TUNA","3240"
"1993","P","EP",,"SKJ","SKIPJACK TUNA","3772"
"2004","P","EP",,"SKJ","SKIPJACK TUNA","528"
"2003","P","EP",,"SKJ","SKIPJACK TUNA","638"
"2002","P","EP",,"SKJ","SKIPJACK TUNA","616"
"2001","P","EP",,"SKJ","SKIPJACK TUNA","448"
"2000","P","EP",,"SKJ","SKIPJACK TUNA","231"
"1999","P","EP",,"SKJ","SKIPJACK TUNA","2044"
"1998","P","EP",,"SKJ","SKIPJACK TUNA","1684"
"1997","P","EP",,"SKJ","SKIPJACK TUNA","3260"
"2020","P","EP",,"SKJ","SKIPJACK TUNA","2"
"2013","P","EP",,"SKJ","SKIPJACK TUNA","167"
"2014","P","EP",,"SKJ","SKIPJACK TUNA","167"
"2015","P","EP",,"SKJ","SKIPJACK TUNA","1"
"2009","P","EP",,"SKJ","SKIPJACK TUNA","151"
"2010","P","EP",,"SKJ","SKIPJACK TUNA","47"
"2011","P","EP",,"SKJ","SKIPJACK TUNA","24"
"2012","P","EP",,"SKJ","SKIPJACK TUNA","303"
"2008","P","EP",,"SKJ","SKIPJACK TUNA","501"
"2007","P","EP",,"SKJ","SKIPJACK TUNA","276"
"2006","P","EP",,"SKJ","SKIPJACK TUNA","435"
"2005","P","EP",,"SKJ","SKIPJACK TUNA","1300"
"2005","P","EP",,"YFT","YELLOWFIN TUNA","1821"
"2006","P","EP",,"YFT","YELLOWFIN TUNA","686"
"2007","P","EP",,"YFT","YELLOWFIN TUNA","894"
"2008","P","EP",,"YFT","YELLOWFIN TUNA","812"
"2012","P","EP",,"YFT","YELLOWFIN TUNA","400"
"2011","P","EP",,"YFT","YELLOWFIN TUNA","276"
"2010","P","EP",,"YFT","YELLOWFIN TUNA","460"
"2009","P","EP",,"YFT","YELLOWFIN TUNA","709"
"2015","P","EP",,"YFT","YELLOWFIN TUNA","15"
"2016","P","EP",,"YFT","YELLOWFIN TUNA","5"
"2017","P","EP",,"YFT","YELLOWFIN TUNA","4"
"2014","P","EP",,"YFT","YELLOWFIN TUNA","754"
"2013","P","EP",,"YFT","YELLOWFIN TUNA","754"
"2020","P","EP",,"YFT","YELLOWFIN TUNA","3"
"1997","P","EP",,"YFT","YELLOWFIN TUNA","4418"
"1998","P","EP",,"YFT","YELLOWFIN TUNA","5085"
"1999","P","EP",,"YFT","YELLOWFIN TUNA","1783"
"2000","P","EP",,"YFT","YELLOWFIN TUNA","2431"
"2001","P","EP",,"YFT","YELLOWFIN TUNA","3916"
"2002","P","EP",,"YFT","YELLOWFIN TUNA","950"
"2003","P","EP",,"YFT","YELLOWFIN TUNA","470"
"2004","P","EP",,"YFT","YELLOWFIN TUNA","1884"
"1993","P","EP",,"YFT","YELLOWFIN TUNA","4951"
"1994","P","EP",,"YFT","YELLOWFIN TUNA","3625"
"1995","P","EP",,"YFT","YELLOWFIN TUNA","1268"
"1996","P","EP",,"YFT","YELLOWFIN TUNA","3762"
"1990","P","EP",,"YFT","YELLOWFIN TUNA","2676"
"1992","P","EP",,"YFT","YELLOWFIN TUNA","3789"
"1991","P","EP",,"YFT","YELLOWFIN TUNA","2856"
"1987","P","EP",,"YFT","YELLOWFIN TUNA","5107"
"1989","P","EP",,"YFT","YELLOWFIN TUNA","4145"
"1988","P","EP",,"YFT","YELLOWFIN TUNA","3723"
"1981","P","EP",,"YFT","YELLOWFIN TUNA","1477"
"1986","P","EP",,"YFT","YELLOWFIN TUNA","2537"
"1985","P","EP",,"YFT","YELLOWFIN TUNA","1070"
"1984","P","EP",,"YFT","YELLOWFIN TUNA","2991"
"1983","P","EP",,"YFT","YELLOWFIN TUNA","4007"
"1979","P","EP",,"YFT","YELLOWFIN TUNA","4789"
"1980","P","EP",,"YFT","YELLOWFIN TUNA","1481"
"1982","P","EP",,"YFT","YELLOWFIN TUNA","1538"
"1974","P","EP",,"YFT","YELLOWFIN TUNA","8188"
"1978","P","EP",,"YFT","YELLOWFIN TUNA","3888"
"1977","P","EP",,"YFT","YELLOWFIN TUNA","1841"
"1976","P","EP",,"YFT","YELLOWFIN TUNA","3280"
"1975","P","EP",,"YFT","YELLOWFIN TUNA","5629"
"1973","P","EP",,"YFT","YELLOWFIN TUNA","3933"
"1972","P","EP",,"YFT","YELLOWFIN TUNA","6060"
"1969","P","EP",,"YFT","YELLOWFIN TUNA","7195"
"1970","P","EP",,"YFT","YELLOWFIN TUNA","4260"
"1971","P","EP",,"YFT","YELLOWFIN TUNA","5300"
"1968","P","EP",,"YFT","YELLOWFIN TUNA","4307"
"1967","P","EP",,"YFT","YELLOWFIN TUNA","4512"
"1966","P","EP",,"YFT","YELLOWFIN TUNA","5302"
"1965","P","EP",,"YFT","YELLOWFIN TUNA","6983"
"1964","P","EP",,"YFT","YELLOWFIN TUNA","3989"
"1963","P","EP",,"YFT","YELLOWFIN TUNA","7041"
"1962","P","EP",,"YFT","YELLOWFIN TUNA","11052"
"1961","P","EP",,"YFT","YELLOWFIN TUNA","15220"
"1956","P","EP",,"YFT","YELLOWFIN TUNA","58828"
"1955","P","EP",,"YFT","YELLOWFIN TUNA","50811"
"1954","P","EP",,"YFT","YELLOWFIN TUNA","46541"
"1953","P","EP",,"YFT","YELLOWFIN TUNA","43920"
"1958","P","EP",,"YFT","YELLOWFIN TUNA","46776"
"1957","P","EP",,"YFT","YELLOWFIN TUNA","58402"
"1959","P","EP",,"YFT","YELLOWFIN TUNA","27441"
"1960","P","EP",,"YFT","YELLOWFIN TUNA","22151"
"2017","S","EP",,"YFT","YELLOWFIN TUNA","210981"
"2019","S","EP",,"YFT","YELLOWFIN TUNA","228313"
"2020","S","EP",,"YFT","YELLOWFIN TUNA","218749"
"2021","S","EP",,"YFT","YELLOWFIN TUNA","253484"
"1952","P","EP",,"YFT","YELLOWFIN TUNA","66108"
"1951","P","EP",,"YFT","YELLOWFIN TUNA","65499"
"1950","P","EP",,"YFT","YELLOWFIN TUNA","65921"
"2022","S","EP",,"YFT","YELLOWFIN TUNA","253484"
"2018","S","EP",,"YFT","YELLOWFIN TUNA","238981"
"2015","S","EP",,"YFT","YELLOWFIN TUNA","245727"
"2016","S","EP",,"YFT","YELLOWFIN TUNA","242118"
"1999","S","EP",,"YFT","YELLOWFIN TUNA","281920"
"2012","S","EP",,"YFT","YELLOWFIN TUNA","198017"
"2013","S","EP",,"YFT","YELLOWFIN TUNA","220038"
"2014","S","EP",,"YFT","YELLOWFIN TUNA","241158"
"2011","S","EP",,"YFT","YELLOWFIN TUNA","206851"
"2010","S","EP",,"YFT","YELLOWFIN TUNA","251008"
"2009","S","EP",,"YFT","YELLOWFIN TUNA","236771"
"2008","S","EP",,"YFT","YELLOWFIN TUNA","185057"
"2007","S","EP",,"YFT","YELLOWFIN TUNA","170016"
"2006","S","EP",,"YFT","YELLOWFIN TUNA","166629"
"2005","S","EP",,"YFT","YELLOWFIN TUNA","268102"
"2004","S","EP",,"YFT","YELLOWFIN TUNA","269597"
"2003","S","EP",,"YFT","YELLOWFIN TUNA","381107"
"2002","S","EP",,"YFT","YELLOWFIN TUNA","412507"
"2001","S","EP",,"YFT","YELLOWFIN TUNA","382702"
"2000","S","EP",,"YFT","YELLOWFIN TUNA","255231"
"1967","S","EP",,"YFT","YELLOWFIN TUNA","65442"
"1968","S","EP",,"YFT","YELLOWFIN TUNA","86542"
"1969","S","EP",,"YFT","YELLOWFIN TUNA","113665"
"1970","S","EP",,"YFT","YELLOWFIN TUNA","139385"
"1971","S","EP",,"YFT","YELLOWFIN TUNA","104863"
"1972","S","EP",,"YFT","YELLOWFIN TUNA","164297"
"1973","S","EP",,"YFT","YELLOWFIN TUNA","194200"
"1974","S","EP",,"YFT","YELLOWFIN TUNA","191626"
"1975","S","EP",,"YFT","YELLOWFIN TUNA","183028"
"1976","S","EP",,"YFT","YELLOWFIN TUNA","215108"
"1977","S","EP",,"YFT","YELLOWFIN TUNA","184922"
"1978","S","EP",,"YFT","YELLOWFIN TUNA","158801"
"1979","S","EP",,"YFT","YELLOWFIN TUNA","170650"
"1980","S","EP",,"YFT","YELLOWFIN TUNA","143042"
"1981","S","EP",,"YFT","YELLOWFIN TUNA","168234"
"1982","S","EP",,"YFT","YELLOWFIN TUNA","114755"
"1983","S","EP",,"YFT","YELLOWFIN TUNA","83929"
"1984","S","EP",,"YFT","YELLOWFIN TUNA","135785"
"1985","S","EP",,"YFT","YELLOWFIN TUNA","211459"
"1986","S","EP",,"YFT","YELLOWFIN TUNA","260512"
"1987","S","EP",,"YFT","YELLOWFIN TUNA","262008"
"1988","S","EP",,"YFT","YELLOWFIN TUNA","277293"
"1989","S","EP",,"YFT","YELLOWFIN TUNA","277996"
"1990","S","EP",,"YFT","YELLOWFIN TUNA","263253"
"1991","S","EP",,"YFT","YELLOWFIN TUNA","231257"
"1992","S","EP",,"YFT","YELLOWFIN TUNA","228121"
"1993","S","EP",,"YFT","YELLOWFIN TUNA","219492"
"1994","S","EP",,"YFT","YELLOWFIN TUNA","208408"
"1995","S","EP",,"YFT","YELLOWFIN TUNA","215434"
"1996","S","EP",,"YFT","YELLOWFIN TUNA","238607"
"1997","S","EP",,"YFT","YELLOWFIN TUNA","244878"
"1998","S","EP",,"YFT","YELLOWFIN TUNA","253959"
"2022","L","EP",,"YFT","YELLOWFIN TUNA","6655"
"1950","S","EP",,"YFT","YELLOWFIN TUNA","15856"
"2023","S","EP",,"YFT","YELLOWFIN TUNA","253484"
"2021","L","EP",,"YFT","YELLOWFIN TUNA","9510"
"2020","L","EP",,"YFT","YELLOWFIN TUNA","11583"
"2019","L","EP",,"YFT","YELLOWFIN TUNA","11917"
"2018","L","EP",,"YFT","YELLOWFIN TUNA","12573"
"2017","L","EP",,"YFT","YELLOWFIN TUNA","10640"
"2016","L","EP",,"YFT","YELLOWFIN TUNA","9803"
"1958","S","EP",,"YFT","YELLOWFIN TUNA","20560"
"1957","S","EP",,"YFT","YELLOWFIN TUNA","15544"
"1956","S","EP",,"YFT","YELLOWFIN TUNA","21470"
"1955","S","EP",,"YFT","YELLOWFIN TUNA","13086"
"1954","S","EP",,"YFT","YELLOWFIN TUNA","7625"
"1953","S","EP",,"YFT","YELLOWFIN TUNA","16121"
"1952","S","EP",,"YFT","YELLOWFIN TUNA","13735"
"1951","S","EP",,"YFT","YELLOWFIN TUNA","6598"
"1959","S","EP",,"YFT","YELLOWFIN TUNA","30050"
"1960","S","EP",,"YFT","YELLOWFIN TUNA","79425"
"1961","S","EP",,"YFT","YELLOWFIN TUNA","80058"
"1962","S","EP",,"YFT","YELLOWFIN TUNA","56271"
"1964","S","EP",,"YFT","YELLOWFIN TUNA","78318"
"1963","S","EP",,"YFT","YELLOWFIN TUNA","48004"
"1965","S","EP",,"YFT","YELLOWFIN TUNA","65348"
"1966","S","EP",,"YFT","YELLOWFIN TUNA","68982"
"2015","L","EP",,"YFT","YELLOWFIN TUNA","10621"
"2014","L","EP",,"YFT","YELLOWFIN TUNA","8649"
"2013","L","EP",,"YFT","YELLOWFIN TUNA","10781"
"2012","L","EP",,"YFT","YELLOWFIN TUNA","12953"
"2011","L","EP",,"YFT","YELLOWFIN TUNA","8048"
"2010","L","EP",,"YFT","YELLOWFIN TUNA","8338"
"2009","L","EP",,"YFT","YELLOWFIN TUNA","10444"
"2008","L","EP",,"YFT","YELLOWFIN TUNA","9820"
"2007","L","EP",,"YFT","YELLOWFIN TUNA","8065"
"2006","L","EP",,"YFT","YELLOWFIN TUNA","10209"
"2005","L","EP",,"YFT","YELLOWFIN TUNA","11946"
"2004","L","EP",,"YFT","YELLOWFIN TUNA","18779"
"2003","L","EP",,"YFT","YELLOWFIN TUNA","25174"
"2002","L","EP",,"YFT","YELLOWFIN TUNA","25531"
"2001","L","EP",,"YFT","YELLOWFIN TUNA","29608"
"2000","L","EP",,"YFT","YELLOWFIN TUNA","23855"
"1999","L","EP",,"YFT","YELLOWFIN TUNA","11682"
"1998","L","EP",,"YFT","YELLOWFIN TUNA","15336"
"1997","L","EP",,"YFT","YELLOWFIN TUNA","22163"
"1996","L","EP",,"YFT","YELLOWFIN TUNA","16608"
"1995","L","EP",,"YFT","YELLOWFIN TUNA","20596"
"1994","L","EP",,"YFT","YELLOWFIN TUNA","30026"
"1993","L","EP",,"YFT","YELLOWFIN TUNA","24009"
"1992","L","EP",,"YFT","YELLOWFIN TUNA","18646"
"1991","L","EP",,"YFT","YELLOWFIN TUNA","30899"
"1990","L","EP",,"YFT","YELLOWFIN TUNA","34633"
"1989","L","EP",,"YFT","YELLOWFIN TUNA","17032"
"1988","L","EP",,"YFT","YELLOWFIN TUNA","14660"
"1987","L","EP",,"YFT","YELLOWFIN TUNA","18911"
"1986","L","EP",,"YFT","YELLOWFIN TUNA","22808"
"1985","L","EP",,"YFT","YELLOWFIN TUNA","13198"
"1984","L","EP",,"YFT","YELLOWFIN TUNA","10345"
"1983","L","EP",,"YFT","YELLOWFIN TUNA","10895"
"1982","L","EP",,"YFT","YELLOWFIN TUNA","10961"
"1981","L","EP",,"YFT","YELLOWFIN TUNA","7999"
"1980","L","EP",,"YFT","YELLOWFIN TUNA","13477"
"1979","L","EP",,"YFT","YELLOWFIN TUNA","11473"
"1978","L","EP",,"YFT","YELLOWFIN TUNA","10188"
"1977","L","EP",,"YFT","YELLOWFIN TUNA","12355"
"1976","L","EP",,"YFT","YELLOWFIN TUNA","15632"
"1975","L","EP",,"YFT","YELLOWFIN TUNA","10640"
"1974","L","EP",,"YFT","YELLOWFIN TUNA","7190"
"1973","L","EP",,"YFT","YELLOWFIN TUNA","11697"
"1972","L","EP",,"YFT","YELLOWFIN TUNA","16859"
"1971","L","EP",,"YFT","YELLOWFIN TUNA","8013"
"1970","L","EP",,"YFT","YELLOWFIN TUNA","12643"
"1969","L","EP",,"YFT","YELLOWFIN TUNA","15329"
"1968","L","EP",,"YFT","YELLOWFIN TUNA","14986"
"1967","L","EP",,"YFT","YELLOWFIN TUNA","9285"
"1966","L","EP",,"YFT","YELLOWFIN TUNA","9097"
"1965","L","EP",,"YFT","YELLOWFIN TUNA","15620"
"1964","L","EP",,"YFT","YELLOWFIN TUNA","16974"
"1963","L","EP",,"YFT","YELLOWFIN TUNA","18973"
"1962","L","EP",,"YFT","YELLOWFIN TUNA","10211"
"1961","L","EP",,"YFT","YELLOWFIN TUNA","12500"
"1960","L","EP",,"YFT","YELLOWFIN TUNA","5934"
"1959","L","EP",,"YFT","YELLOWFIN TUNA","3437"
"1958","L","EP",,"YFT","YELLOWFIN TUNA","4927"
"1957","L","EP",,"YFT","YELLOWFIN TUNA","5854"
"1955","L","EP",,"YFT","YELLOWFIN TUNA","427"
"1956","L","EP",,"YFT","YELLOWFIN TUNA","967"
"1954","L","EP",,"YFT","YELLOWFIN TUNA","209"
"2022","O","EP",,"YFT","YELLOWFIN TUNA","82"
"2021","O","EP",,"YFT","YELLOWFIN TUNA","82"
"1978","O","EP",,"YFT","YELLOWFIN TUNA","1103"
"2023","L","EP",,"YFT","YELLOWFIN TUNA","6655"
"2020","O","EP",,"YFT","YELLOWFIN TUNA","772"
"2019","O","EP",,"YFT","YELLOWFIN TUNA","1397"
"2018","O","EP",,"YFT","YELLOWFIN TUNA","1412"
"2017","O","EP",,"YFT","YELLOWFIN TUNA","2685"
"2016","O","EP",,"YFT","YELLOWFIN TUNA","2876"
"2015","O","EP",,"YFT","YELLOWFIN TUNA","3583"
"2014","O","EP",,"YFT","YELLOWFIN TUNA","865"
"2013","O","EP",,"YFT","YELLOWFIN TUNA","865"
"2011","O","EP",,"YFT","YELLOWFIN TUNA","806"
"2012","O","EP",,"YFT","YELLOWFIN TUNA","1236"
"2010","O","EP",,"YFT","YELLOWFIN TUNA","2641"
"2009","O","EP",,"YFT","YELLOWFIN TUNA","995"
"2007","O","EP",,"YFT","YELLOWFIN TUNA","1439"
"2006","O","EP",,"YFT","YELLOWFIN TUNA","1458"
"2005","O","EP",,"YFT","YELLOWFIN TUNA","1852"
"2004","O","EP",,"YFT","YELLOWFIN TUNA","627"
"2008","O","EP",,"YFT","YELLOWFIN TUNA","941"
"2003","O","EP",,"YFT","YELLOWFIN TUNA","1145"
"2002","O","EP",,"YFT","YELLOWFIN TUNA","549"
"2001","O","EP",,"YFT","YELLOWFIN TUNA","520"
"2000","O","EP",,"YFT","YELLOWFIN TUNA","1109"
"1999","O","EP",,"YFT","YELLOWFIN TUNA","2706"
"1998","O","EP",,"YFT","YELLOWFIN TUNA","1529"
"1997","O","EP",,"YFT","YELLOWFIN TUNA","600"
"1996","O","EP",,"YFT","YELLOWFIN TUNA","1639"
"1995","O","EP",,"YFT","YELLOWFIN TUNA","2066"
"1994","O","EP",,"YFT","YELLOWFIN TUNA","1487"
"1993","O","EP",,"YFT","YELLOWFIN TUNA","3034"
"1992","O","EP",,"YFT","YELLOWFIN TUNA","1958"
"1991","O","EP",,"YFT","YELLOWFIN TUNA","958"
"1990","O","EP",,"YFT","YELLOWFIN TUNA","960"
"1989","O","EP",,"YFT","YELLOWFIN TUNA","263"
"1988","O","EP",,"YFT","YELLOWFIN TUNA","752"
"1987","O","EP",,"YFT","YELLOWFIN TUNA","138"
"1986","O","EP",,"YFT","YELLOWFIN TUNA","214"
"1985","O","EP",,"YFT","YELLOWFIN TUNA","212"
"1984","O","EP",,"YFT","YELLOWFIN TUNA","344"
"1983","O","EP",,"YFT","YELLOWFIN TUNA","849"
"1982","O","EP",,"YFT","YELLOWFIN TUNA","280"
"1981","O","EP",,"YFT","YELLOWFIN TUNA","800"
"1980","O","EP",,"YFT","YELLOWFIN TUNA","862"
"1975","O","EP",,"YFT","YELLOWFIN TUNA","567"
"1977","O","EP",,"YFT","YELLOWFIN TUNA","248"
"1979","O","EP",,"YFT","YELLOWFIN TUNA","212"
"1973","O","EP",,"YFT","YELLOWFIN TUNA","661"
"1974","O","EP",,"YFT","YELLOWFIN TUNA","1230"
"1976","O","EP",,"YFT","YELLOWFIN TUNA","358"
"1966","O","EP",,"YFT","YELLOWFIN TUNA","507"
"1967","O","EP",,"YFT","YELLOWFIN TUNA","1534"
"1968","O","EP",,"YFT","YELLOWFIN TUNA","3241"
"1969","O","EP",,"YFT","YELLOWFIN TUNA","1866"
"1970","O","EP",,"YFT","YELLOWFIN TUNA","4850"
"1972","O","EP",,"YFT","YELLOWFIN TUNA","1060"
"1971","O","EP",,"YFT","YELLOWFIN TUNA","2482"
"1959","O","EP",,"YFT","YELLOWFIN TUNA","670"
"1960","O","EP",,"YFT","YELLOWFIN TUNA","458"
"1961","O","EP",,"YFT","YELLOWFIN TUNA","949"
"1962","O","EP",,"YFT","YELLOWFIN TUNA","706"
"1963","O","EP",,"YFT","YELLOWFIN TUNA","688"
"1964","O","EP",,"YFT","YELLOWFIN TUNA","738"
"1965","O","EP",,"YFT","YELLOWFIN TUNA","312"
"1952","O","EP",,"YFT","YELLOWFIN TUNA","1067"
"1951","O","EP",,"YFT","YELLOWFIN TUNA","727"
"1950","O","EP",,"YFT","YELLOWFIN TUNA","879"
"2023","O","EP",,"YFT","YELLOWFIN TUNA","82"
