[[1]]
       Yr Bio_smry
58               2020         263.5190         263.5190        263.5190        263.5190               263.5190              263.5190              263.5190             263.5190             263.5190                    263.5190
59               2021         310.1990         308.1060        321.0310        309.3220               307.8630              224.8350              224.8350             224.8350             224.8350                    224.8350
60               2022         321.7460         315.1570        338.6960        320.3530               317.7550              224.8350              224.8350             224.8350             224.8350                    224.8350
61               2023         332.0200         323.3600        351.5370        330.3940               327.1330              224.8350              224.8350             224.8350             224.8350                    224.8350
62               2024         338.9450         329.0880        359.8700        337.1780               333.5690              224.8350              224.8350             224.8350             224.8350                    224.8350
63               2025         343.1360         332.5390        364.9460        341.2800               337.4930              224.8350              224.8350             224.8350             224.8350                    224.8350
64               2026         345.7140         334.6900        368.0550        343.8060               339.9310              224.8350              224.8350             224.8350             224.8350                    224.8350
65               2027         347.3190         336.0490        369.9860        345.3820               341.4650              224.8350              224.8350             224.8350             224.8350                    224.8350
66               2028         348.3190         336.9050        371.1940        346.3640               342.4290              224.8350              224.8350             224.8350             224.8350                    224.8350
67               2029         348.9410         337.4420        371.9530        346.9750               343.0340              224.8350              224.8350             224.8350             224.8350                    224.8350
68               2030         349.3290         337.7800        372.4300        347.3550               343.4140              224.8350              224.8350             224.8350             224.8350                    224.8350
69               2031         349.5700         337.9930        372.7310        347.5920               343.6520              224.8350              224.8350             224.8350             224.8350                    224.8350
70               2032         349.7200         338.1260        372.9210        347.7400               343.8010              224.8350              224.8350             224.8350             224.8350                    224.8350
71               2033         349.8130         338.2100        373.0410        347.8310               343.8950              224.8350              224.8350             224.8350             224.8350                    224.8350
72               2034         349.8710         338.2630        373.1170        347.8890               343.9540              224.8350              224.8350             224.8350             224.8350                    224.8350
73               2035         349.9080         338.2960        373.1640        347.9240               343.9910              224.8350              224.8350             224.8350             224.8350                    224.8350
74               2036         349.9300         338.3170        373.1950        347.9470               344.0140              224.8350              224.8350             224.8350             224.8350                    224.8350
75               2037         349.9440         338.3300        373.2140        347.9600               344.0290              224.8350              224.8350             224.8350             224.8350                    224.8350
76               2038         349.9530         338.3380        373.2260        347.9690               344.0380              224.8350              224.8350             224.8350             224.8350                    224.8350
77               2039         349.9590         338.3440        373.2330        347.9740               344.0440              224.8350              224.8350             224.8350             224.8350                    224.8350
78               2040         349.9620         338.3470        373.2380        347.9780               344.0470              224.8350              224.8350             224.8350             224.8350                    224.8350

