2025,2026,2027
203.212641,203.212641,203.212641
133.9260433,133.9260433,133.9260433
977.6873364,977.6873364,977.6873364
75.48013819,75.48013819,75.48013819
176.0296061,176.0296061,176.0296061
95.95620158,95.95620158,95.95620158
183.3919269,183.3919269,183.3919269
228.4,228.4,228.4
325.9161066,325.9161066,325.9161066
