2025,2026,2027
351.3505346,351.3505346,315.5515731
139.2624814,139.2624814,125.0730844
1295.646718,1295.646718,903.8153551
64.69763458,64.69763458,58.1056192
212.6272605,212.6272605,190.9627564
95.08139907,95.08139907,85.39359442
196.5375214,196.5375214,166.4838638
393.4,393.4,228.4
476.3964508,476.3964508,326.2141536
