2025,2026,2027
315.5515731,315.5515731,315.5515731
125.0730844,125.0730844,125.0730844
903.8153551,903.8153551,903.8153551
58.1056192,58.1056192,58.1056192
190.9627564,190.9627564,190.9627564
85.39359442,85.39359442,85.39359442
166.4838638,166.4838638,166.4838638
228.4,228.4,228.4
326.2141536,326.2141536,326.2141536
